web-scraper-order,web-scraper-start-url,link01,link01-href,price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,description,bus_station,amenities,address,locality,bus_count
1704967148-7,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,"4+ BHK House For Sale  In Kaveri Road, Uttarahalli Hobli",https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-kaveri-road-uttarahalli-hobli-bangalore/8a9fee8285cfef900185d0529e5623af/detail,₹ 2.49 Crores,"4,260",4 Bedroom,7 Bathroom,3.0,Independent House,5-10 years,Self Owned,5-10 years,"4,260 sq.ft",Fully furnished,East,4/4,Bike and Car,No,"At a prime location with access to all amenities like schools, hospital, cinema halls, restaurants, shopping area, bus stand etc. at just 100 meter onwards. It's a fully furnished and having good interiors and at a good residential locality. Tata TMT bars, APCO concrete blocks, ACC 53 grade cement, Jaguar fittings, Toughened glass and other quality fittings used.
An affordable 4+ BHK for sale in Kaveri Road, Uttarahalli Hobli is now available, without any brokerage. Situated on the 4th floor this home can comfortably serve your dedicated parking area for car and bike needs. This East facing home is over 4260 sqft. & is in a convenient location.

Never miss out on lifestyle as Nilgiri's, Rakshitas and Nandini Milk Vendor are so close by. With Sri Eshwari Theatre, Sri Kamakya Theatre & Vaibhavi Theatre (????? ???????) close by, you can catch your favourite movies running & never worry about missing a show because of traffic.

Government Kannada Primary School, Chowdeshwari School and New Millennium Public School are well known educational institutes in town & are very close to this home. If you are in need of any emergency services or medical assistance, you will be happy to note that Ring Road Hospital, Maharaja Agrasen Hospital and NU Hospitals (South) are very close by.

The ATM & bus station are close by, you will find having money in hand & access to public transport very easy. With a petrol pump & super market your daily needs are easily fulfilled",Bus StationsUttarahalli0.1 km | 2 minsRamanjaneya Nagar Bus Stop0.8 km | 11 minsBMTC Bus depot no 331.5 km | 20 minsUttarahalli Water Tank1.3 km | 17 minsChikkallasandra Aralimara &#40;Towards Uttarahalli&#41;1.2 km | 15 mins,,"Independent House, Cauvery Road, Uttarahalli, Lenskart showroom road",Uttarahalli,5.0
1704967150-8,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK House For Sale  In Uttarahalli Hobli,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-uttarahalli-hobli-bangalore/8a9f88c38cecd592018ced2851383f3a/detail,₹ 60 Lacs,"2,400",4 Bedroom,3 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"2,400 sq.ft",Unfurnished,North-East,0/1,Bike and Car,No,This lovely 4+ BHK for sale is only 60 Lakhs rupees without any extra brokerage & could be your new home. This home is over 2400 sqft. & even comes with ample parking space for a car and bike. This home faces the North East direction.,Bus StationsUttarahalli Circle9 m | 1 minChikkallasandra Bank Colony0.8 km | 11 minsAGS Layout Arehalli1.5 km | 20 minsChikkallasandra Aralimara &#40;Towards Uttarahalli&#41;1.2 km | 16 minsNaidu Layout Chikkalasandra1.5 km | 19 mins,,"Independent House, Uttarahalli Main Rd near Vinayaka Clinic",Uttarahalli,5.0
1704967153-9,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK Flat For Sale  In Uttarahalli Hobli,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-uttarahalli-hobli-bangalore/ff8081816c61f210016c6225b725319a/detail,₹ 1.5 Crores,"2,000",4 Bedroom,8 Bathroom,6.0,Standalone Building,1-3 years,Self Owned,1-3 years,"2,000 sq.ft",0/3,South,0/3,No,No,"5 unit of 1 BHK and 1 unit of 2 BHK available
This affordable 4+ BHK for sale in Uttarahalli Hobli is perfect for those looking for a budget home. This South facing home is over 2000 sqft. & is in a convenient location.

Access to bus station & pharmacies is very easy & convenient from this house.

Never miss out on lifestyle as Rakshitas, Royalmart Supermarket and Nandini Milk Vendor are so close by. With Sri Eshwari Theatre, Manasa Theater & Manasa Digital 4K Cinema: Konanakunte close by, you can catch your favourite movies running & never worry about missing a show because of traffic.

If you are in need of any emergency services or medical assistance, you will be happy to note that Ring Road Hospital, Haroon Children Wellness & Vaccination Centre and Bkf-Chande Nephro-Urology Centre are very close by. With Jyothy Kendriya Vidyalaya, Eduland Foundation and RMS International School close to this home, you'll be able to provide your children with many options to choose from.",Bus StationsUttarahalli0.2 km | 1 minPolice Station Subramanyapura0.4 km | 1 minPolice Station Subramanyapura0.4 km | 2 minsChikkallasandra2.1 km | 7 minsNaidu Layout Bus Stand2.4 km | 10 mins,,"Standalone Building, Subramanyapura Main Rd, Uttarahalli Hobli,  near  Bangalore One Uttarahalli",Uttarahalli,5.0
1704967157-10,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,"2 BHK Flat In Sree Sai Ram Enclave, Uttarahalli For Sale  In Uttarahalli",https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9f84838bd0c213018bd1cfee8e536c/detail,₹ 58 Lacs,"1,050",2 Bedroom,2 Bathroom,,Sree Sai Ram Enclav...,>10 years,Self Owned,>10 years,Vitrified Tiles,Unfurnished,North-East,3/5,Car,No,"2BHK Flat located off Uttarahalli Main Road (Dr. Vishnuvardhan Road) just 50ft from Uttarahali Circle. 2 Rooms, Hall kitchen, Utility. One common and one attached Bathroom.  24Hrs water. Power backup only for common area, Lift, security available. Very convenient to Schools, colleges, hospital and shopping malls as it is located on the main road. 11Years old but well maintained.
This double bedroom for sale comes with an affordable price tag of just 58 Lakhs rupees with an additional perk of paying no brokerage. This North East facing home is over 1050 sqft. & is in a convenient location. Situated on the 3rd floor this home can comfortably serve your car and bike parking facility needs.

If you are looking for a home with lift, this home is just right for you. As this home comes with fire safety & more such amenities, living here would make life more pleasant.",Bus StationsUttarahalli0.1 km | 2 minsRamanjaneya Nagar Bus Stop0.8 km | 11 minsBMTC Bus depot no 331.5 km | 20 minsUttarahalli Water Tank1.3 km | 17 minsChikkallasandra Aralimara &#40;Towards Uttarahalli&#41;1.2 km | 15 mins,"['Lift', 'Fire safety']","Sri sai ram enclave, Uttarahalli Main Road, Friends Colony, Uttarahalli, Bengaluru, Karnataka, India",Uttarahalli,5.0
1704967161-11,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Apartment In Blue Sky Mk Residency For Sale  In Bangalore,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-bangalore-bangalore/8a9f8ad76f843cef016f847cabe00cc3/detail,₹ 68 Lacs,"1,310",3 Bedroom,2 Bathroom,2.0,Blue Sky Mk Residen...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,3/5,Bike and Car,Yes,"The property is located in the center of the city with good neighbours. Within proximity all the amenities are available.
This lovely 3 BHK for sale is only 68 Lakhs rupees without any extra brokerage & could be your new home. This East facing home is on the 3rd floor. This home is over 1310 sqft. & even comes with ample parking space for car and bike.

You are viewing the right home if you would prefer a house with servant room, visitor parking, waste treatment plant & rainwater harvesting. If you need amenities such as security & lift you'll be happy to note that this home has this & more.

Access to bus stop & medical stores is very easy & convenient from this house.

If you are in need of any emergency services or medical assistance, you will be happy to note that Ring Road Hospital, Haroon Children Wellness & Vaccination Centre and Sri Venkateshwara Nethralaya, Eye hospital and Lasik centre, Rajarajeshwarinagar, Bangalore are very close by. With Jyothy Kendriya Vidyalaya, Eduland Foundation and RMS International School close to this home, you'll be able to provide your children with many options to choose from.

If you are looking for gifts, or just want to spoil yourself, Rakshitas, Royalmart Supermarket and Nandini Milk Vendor have a wide variety of things that you can choose from. As Sri Eshwari Theatre, Vaibhavi Theatre (????? ???????) & Manasa Theater are in close proximity to this house, you can catch the latest movies at any time.",Bus StationsUttarahalli0.2 km | 1 minPolice Station Subramanyapura0.7 km | 3 minsPolice Station Subramanyapura0.7 km | 3 minsChikkallasandra1.9 km | 7 minsNaidu Layout Bus Stand2.2 km | 9 mins,"['Lift', 'Sewage treatment plant', 'Security', 'Visitor parking']",Bluesky MK Residency,Uttarahalli,5.0
1704967164-12,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK House For Sale  In Uttarahalli Hobli,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-uttarahalli-hobli-bangalore/8a9f82038caacf90018caafed8c71efc/detail,₹ 2 Crores,"3,400",4 Bedroom,6 Bathroom,,Independent House,5-10 years,Self Owned,5-10 years,"3,400 sq.ft",Unfurnished,West,0/2,Bike,No,"1bhk 6 unit and  2 shop
This lovely 4+ BHK for sale is only 2 Crores rupees without any extra brokerage & could be your new home. This West facing home is over 3400 sqft. & is in a convenient location. You get ample & dedicated dedicated parking area for bike with this home.",Bus StationsUttarahalli0.1 km | 2 minsRamanjaneya Nagar Bus Stop0.8 km | 11 minsBMTC Bus depot no 331.5 km | 20 minsUttarahalli Water Tank1.3 km | 17 minsChikkallasandra Aralimara &#40;Towards Uttarahalli&#41;1.2 km | 15 mins,,"Independent House, Subramanyapura Main Rd  near  Government Composite High School",Uttarahalli,5.0
1704967166-13,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Flat In S B Orchids View  For Sale  In Subramanyapura,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-subramanyapura-bangalore/8a9f9482875c763701875cca11e41ee1/detail,₹ 56 Lacs,"1,080",2 Bedroom,2 Bathroom,,S B Orchids View,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North-East,2/3,Bike and Car,Yes,"Property is very strong structure.. Good Facilities provided, lift backup, dedicated parking space. This lovely double bedroom for sale is only without any extra brokerage & could be your new home. Situated on the 2nd floor this home can comfortably serve your parking place for car and bike needs. This North East facing home is over & is in a convenient location. If you are looking for a home with security, this home is just right for you.
Finding a 2bhk for sale in Subramanyapura at this price is next to impossible, now you can buy it without paying brokerage too. This North East facing home is on the 2nd floor. This home is over 1080 sqft. & even comes with ample car and bike parking.

With amenities such as security this home offers you a lot of convenience.

Access to bus station & pharmacies is very easy & convenient from this house.

Being situated near Victoria Hospital, Mallya Hospital and Vikram Hospital, emergency care is very easily available at any time. RBANM's High School, Fort High School and St. Joseph's Boys' High School are well known educational institutes in town & are very close to this home.

Never miss out on lifestyle as UB City, Gati Mo?ersPvt LtdNational Market and Coupon Mall are so close by. With Rex, Cinepolis Fun Cinemas & Inox close by, you can catch your favourite movies running & never worry about missing a show because of traffic.",Bus StationsALL TICKET WALA3.5 km | 13 minsGPO3.7 km | 10 minsom tours &travels2.0 km | 6 minsShanthinagara Central Office2.3 km | 8 minsASC Centre Bus Stop4.4 km | 13 mins,['Security'],"S B Orchids View Apartment, 2nd Main Road, Subramanyapura, Bengaluru, Karnataka 560061, India",Uttarahalli,5.0
1704967169-14,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Flat In Fortitude Proxima For Sale  In Sahana B B Bakery,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-sahana-b-b-bakery-bangalore/8a9f8cc38cae335e018caea11fe91cb8/detail,₹ 40 Lacs,950,2 Bedroom,2 Bathroom,1.0,Fortitude Proxima,3-5 years,Self Owned,3-5 years,,Semi,0/1,0/1,Bike and Car,Yes,"This 2 BHK for sale comes with an affordable price tag of just 40 Lakhs rupees with an additional perk of paying no brokerage. This home is over 950 sqft. & even comes with ample parking space for a car and bike.

With premium amenities such as parking for visitors, sewage treatment plant & gas pipeline this home provides you with many added benefits. With amenities such as lift this home offers you a lot of convenience.",Bus StationsArehalli Bus Stop0.9 km | 11 minsAGS Layout Bus Stop1.8 km | 23 minsChikkalasandra Cross Bus Stop1.2 km | 16 minsIttamadu Bus Stop2.1 km | 26 minsWater Tank Bus Stop2.4 km | 31 mins,"['Lift', 'Security', 'Gas pipeline', 'Sewage treatment plant', 'Visitor parking']",uttharlli,Uttarahalli,5.0
1704967171-15,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Flat In Fortitudes Proxima For Sale  In Uttarahalli Hobli,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-hobli-bangalore/ff808181620029c60162004d3f3d1202/detail,₹ 80 Lacs,"1,230",3 Bedroom,2 Bathroom,1.0,Fortitudes Proxima,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,West,3/4,Bike and Car,Yes,"A three bedroom in Uttarahalli Hobli for sale is now available, it is one of a few houses at this rate. Situated on the 3rd floor this home can comfortably serve your parking place for car and bike needs. This West facing home is over 1230 sqft. & is in a convenient location.

If you are looking for a home with security & lift, this home is just right for you.

Transport & your daily essentials are never too far away as bus station, super market, pharmacies are easily found near this home. Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time.

With Govt Girls Higher Secondary School, New Horizon Public School and Delhi Public School close to this home, you'll be able to provide your children with many options to choose from. If you are in need of any emergency services or medical assistance, you will be happy to note that Ring Road Hospital, Maharaja Agrasen Hospital and NU Hospitals are very close by.

As Sri Eshwari Theatre, Kamakya Theatre & Manasa Theater are in close proximity to this house, you can catch the latest movies at any time. Never miss out on lifestyle as Reliance Trends, Mega Mart and More Supermarket RR Nagar are so close by.",Bus StationsArehalli Bus Stop0.9 km | 11 minsAGS Layout Bus Stop1.8 km | 23 minsChikkalasandra Cross Bus Stop1.2 km | 16 minsIttamadu Bus Stop2.1 km | 26 minsWater Tank Bus Stop2.4 km | 31 mins,"['Lift', 'Security']","Fortitude Proxima bus stand Fortitude Proxima, 2nd Gali Subramanya Pura Rd, Uttarahalli Hobli Bengaluru, Karnataka 560061, India",Uttarahalli,5.0
1704967174-16,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,"3 BHK Flat In Sai Krishna Residency For Sale  In Ankappa Layout, Garden School Road, Uttarahalli Main Rd, Bengaluru, Karnataka 560061, India",https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-ankappa-layout-garden-school-road-uttarahalli-main-rd-bengaluru-karnataka-560061-india-bangalore/8a9f82838ce4463f018ce597f98e0385/detail,₹ 85 Lacs,"1,240",3 Bedroom,2 Bathroom,,Sai Krishna Residen...,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,North,0/4,Bike and Car,No,"Ground floor property which security and parking garage available.
Get this three bedroom for sale in Ankappa Layout, garden school road, Uttarahalli Main Rd, Bengaluru, Karnataka 560061, India now, you save lakhs on brokerage! This home is over 1240 sqft. & even comes with ample space for parking of car and bike. This home faces the North direction.",Bus StationsMysore Road Satellite Bus Station6.2 km | 23 minsUttarahalli0.8 km | 4 minsPolice Station Subramanyapura1.3 km | 6 minsPolice Station Subramanyapura1.4 km | 6 minsNaidu Layout Bus Stand2.5 km | 12 mins,,garden school road,Uttarahalli,5.0
1704967176-17,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Flat In Gardenia Apartment For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9ffa8389edf5d00189ee2f2aa73463/detail,₹ 95.4 Lacs,"1,170",3 Bedroom,2 Bathroom,3.0,Gardenia Apartment,1-3 years,Self Owned,1-3 years,Marble/Granite,Unfurnished,East,2/4,Car,Yes,"Finding a three bedroom for sale in Uttarahalli at this price is next to impossible, now you can buy it without paying brokerage too. Situated on the 2nd floor this home can comfortably serve your parking facility for car needs. This East facing home is over 1170 sqft. & is in a convenient location.

If you are looking for gifts, or just want to spoil yourself, BDA Complex, Live In and Access 2 Future have a wide variety of things that you can choose from. With Venkateshwara Theatre, Robin Theatre & Vriddhi Creati close by, you can catch your favourite movies running & never worry about missing a show because of traffic.

Being situated near BGS Gleneagles Global Hospitals, Milana Fertility Health Care Centre and ESIC Hospital, emergency care is very easily available at any time. Bethesda International School, Basava Residential Girls School and National Public School Kengeri are well known educational institutes in town & are very close to this home.

This home has easy access to ATM, super market & more local amenities because of its convenient location. For those always on the move the bus stop as well as petrol pump are conveniently located close to this home.",Bus StationsKodipalya0.3 km | 3 minsJn of Gollahallii Road0.3 km | 4 minsKengeri Police Station1.3 km | 16 minsKengeri &#40;Pickup Van/Bus&#41;1.4 km | 18 minsKengeri TTMC1.3 km | 16 mins,"['Intercom', 'Lift', 'Club house', 'Gas pipeline', 'Fire safety', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Swimming pool', 'Gym', 'Visitor parking']",poorna pragna layout,Uttarahalli,5.0
1704967179-18,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK House For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9f9a838badff5f018bae2d11e3255e/detail,₹ 23 Lacs,950,2 Bedroom,2 Bathroom,1.0,Independent House,Under Construction,Self Owned,Under Construction,950 sq.ft,Unfurnished,East,0/0,Bike and Car,Yes,"This two bedroom for sale comes with an affordable price tag of just 23 Lakhs rupees with an additional perk of paying no brokerage. This East facing home is over 950 sqft. & is in a convenient location. You get ample & dedicated car and bike parking facility with this home.

With premium amenities such as rainwater harvesting & waste treatment plant this home provides you with many added benefits. If you are looking for a home with security, this home is just right for you.",Bus StationsKodipalya0.3 km | 3 minsJn of Gollahallii Road0.3 km | 4 minsKengeri Police Station1.3 km | 16 minsKengeri &#40;Pickup Van/Bus&#41;1.4 km | 18 minsKengeri TTMC1.3 km | 16 mins,"['Sewage treatment plant', 'Security']","Independent House, mysoreroad",Uttarahalli,5.0
1704967181-19,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Flat In Balajis Lakeside Marvel For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9fac838c0aba4d018c0b94e6c01db4/detail,₹ 1.45 Crores,"1,750",3 Bedroom,3 Bathroom,2.0,Balajis Lakeside Ma...,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,West,1/4,Bike and Car,Yes,"This lovely 3 BHK for sale is only 1.45 Crores rupees without any extra brokerage & could be your new home. Situated on the 1st floor this home can comfortably serve your parking space for car and bike needs. This West facing home is over 1750 sqft. & is in a convenient location.

With community centre, play area for children, well equipped gym, garden & swimming pool available in this home, you will always have something to do here. With amenities such as intercom, security, lift & internet this home offers you a lot of convenience. You are viewing the right home if you would prefer a house with parking for visitors, fire safety & sewage treatment plant.",Bus StationsMysore Road Satellite Bus Station6.2 km | 23 minsUttarahalli0.8 km | 4 minsPolice Station Subramanyapura1.3 km | 6 minsPolice Station Subramanyapura1.4 km | 6 minsNaidu Layout Bus Stand2.5 km | 12 mins,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Near BIPS,Uttarahalli,5.0
1704967184-20,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Flat In Roshan Apartments For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9fd78389a9b9810189aaf8916f3eee/detail,₹ 99 Lacs,"1,170",3 Bedroom,2 Bathroom,1.0,Roshan Apartments,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,South,4/4,Car,Yes,"A three bedroom in Uttarahalli for sale is now available, it is one of a few houses at this rate. This South facing home is over 1170 sqft. & is in a convenient location. Situated on the 4th floor this home can comfortably serve your car and bike parking facility needs.

With premium amenities such as parking for visitors, sewage treatment plant & gas pipeline this home provides you with many added benefits. If you are looking for a home with security & lift, this home is just right for you. When you need club house, kids play area, well equipped gym, park & swimming pool, all you have to do is step out of the door as the apartment complex has what you're looking for.",Bus StationsKodipalya0.3 km | 3 minsJn of Gollahallii Road0.3 km | 4 minsKengeri Police Station1.3 km | 16 minsKengeri &#40;Pickup Van/Bus&#41;1.4 km | 18 minsKengeri TTMC1.3 km | 16 mins,"['Lift', 'Club house', 'Gas pipeline', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Swimming pool', 'Gym', 'Visitor parking']","15, 9th Main Rd, Kathriguppe IV Phase, Gururaja Layout, Banashankari, Bengaluru, Karnataka 560070, India",Uttarahalli,5.0
1704967186-21,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK House For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9fb2838bea88ba018beb9d910b0c3d/detail,₹ 1.02 Crores,800,2 Bedroom,2 Bathroom,2.0,Independent House,Newly Constructed,Self Owned,Newly Constructed,800 sq.ft,Semi,East,0/0,Bike and Car,Yes,"?""ORAIYAN PRIDE HEIGHTS""?

 ??Location :  KENGERI, UTTARAHALLI,  Bangalore 

?? FESTIVAL OFFER??

????40 Gram GOLD??

*BBMP INDIVIDUAL A KHATHA*

?? 6999/- Per sqft 


*DIMENSIONS*
30*40 (1200sqft)
30*50 (1500sqft)

*Facings*
 north/east 
South/west

*Connectivity*
??3Mins way from kengeri metro station
??3Mins way from kengeri railway station
??4Mins from Bangalore - Mysore Highway
??5Mins to kengeri satteilte bus stand

*Basic amenities*
??Grand arch compound wall
??Gated community
??Drainage system
??Kaveri Water connection
??Street light
??Individual EB line
??24 hours security
??White top Road 

?? BOOKING AMOUNT 2 LAKHS??

 *Note* : We provide fully sanitized Private Cabs ?? to our Customers to visit the site with their 

*For more details contact*
   **********",Bus StationsKodipalya0.3 km | 3 minsJn of Gollahallii Road0.3 km | 4 minsKengeri Police Station1.3 km | 16 minsKengeri &#40;Pickup Van/Bus&#41;1.4 km | 18 minsKengeri TTMC1.3 km | 16 mins,"['Club house', 'Fire safety', 'Sewage treatment plant', ""Children's play area"", 'Security', 'Visitor parking']","Independent House, uttarahalli main road",Uttarahalli,5.0
